Id,Category
1309,Barabara Palvin
1310,Amanda Bynes
1311,Bill Hader
1312,Adriana Lima
1313,Andy Garcia
1314,Aaron Paul
1315,Bette Midler
1316,Anjelica Huston
1317,Amy Adams
1318,Anthony Hopkins
1319,Audrey Tautou
1320,Barabara Palvin
1321,Andreea Diaconu
1322,Barbra Streisand
1323,Bill Murray
1324,Bill O Reilly
1325,Anne Bancroft
1326,Adrianne Palicki
1327,bella thorne
1328,Andy Murray
1329,Armin Mueller-Stahl
1330,Arnold Schwarzenegger
1331,Amy Adams
1332,Aaron Taylor-Johnson
1333,Anthony Perkins
1334,Ben Foster
1335,Alan Arkin
1336,Andreea Diaconu
1337,AnnaSophia Robb
1338,AnnaSophia Robb
1339,Anna Friel
1340,Audrey Hepburn
1341,Alexandra Daddario
1342,Aaron Taylor-Johnson
1343,Bill Rancic
1344,Anna Kendrick
1345,Andy Serkis
1346,Betty White
1347,Billy Bob Thornton
1348,Al Pacino
1349,Alx James
1350,Bill Hader
1351,Akemi Darenogare
1352,Betty White
1353,Benicio Del Toro
1354,Alexander Skarsgard
1355,Anthony Perkins
1356,Anderson Cooper
1357,Amanda Peet
1358,Alessandra Ambrosio
1359,Bill Daley
1360,Betty White
1361,Arnold Schwarzenegger
1362,Andrew Luck
1363,Adrianne Palicki
1364,Al Roker
1365,Ashley Greene
1366,Amanda Peet
1367,Ashley Graham
1368,Audrey Tautou
1369,Adriana Lima
1370,Anna Kendrick
1371,Angelina Jolie
1372,Adele
1373,Annette Bening
1374,Aaron Judge
1375,Angelina Jolie
1376,Ben Johnson
1377,Anthony Perkins
1378,Alice Eve
1379,Anne Baxter
1380,Anderson Cooper
1381,Albert Finney
1382,Bill Murray
1383,Alexis Thorpe
1384,Amber Heard
1385,Barabara Palvin
1386,Amber Heard
1387,Andie MacDowell
1388,Angelina Jolie
1389,Anderson Cooper
1390,Ben Johnson
1391,Adrien Brody
1392,Andrew Lincoln
1393,Bill Paxton
1394,Abigail Breslin
1395,Anderson Cooper
1396,Al Pacino
1397,Anne Baxter
1398,Bill O Reilly
1399,Ben Foster
1400,Betty White
1401,Ashley Graham
1402,Ava Gardner
1403,Albert Brooks
1404,Alice Eve
1405,Amanda Bynes
1406,Adriana Lima
1407,Aaron Taylor-Johnson
1408,Bill Murray
1409,Andreea Diaconu
1410,Ben Foster
1411,Bill Pullman
1412,Andrew Garfield
1413,Anthony Hopkins
1414,Armin Mueller-Stahl
1415,Adrianne Palicki
1416,Bernie Mac
1417,Andy Serkis
1418,Adrien Brody
1419,Benedict Cumberbatch
1420,Adam Sandler
1421,Alan Arkin
1422,Anne Baxter
1423,Ben Stiller
1424,Alexandra Daddario
1425,Ben Affleck
1426,Andie MacDowell
1427,Angelina Jolie
1428,Ben Stiller
1429,Anjelica Huston
1430,Analeigh Tipton
1431,Anthony Hopkins
1432,Alexis Thorpe
1433,Ben Stiller
1434,Andy Samberg
1435,Andy Garcia
1436,Benjamin Bratt
1437,Bella Hadid
1438,Andrew Garfield
1439,Bill Hader
1440,Andie MacDowell
1441,Ali Larter
1442,Benicio Del Toro
1443,Ben Stiller
1444,Bill Pullman
1445,Andy Garcia
1446,Amanda Bynes
1447,Adriana Lima
1448,Andy Garcia
1449,Alex Pettyfer
1450,Amy Schumer
1451,Arnold Schwarzenegger
1452,Andreea Diaconu
1453,Adrianne Palicki
1454,Andy Serkis
1455,Alex Pettyfer
1456,Andrew Luck
1457,Anna Paquin
1458,Aaron Judge
1459,Bernie Mac
1460,Aaron Paul
1461,Anthony Hopkins
1462,Alexis Thorpe
1463,Adriana Lima
1464,Bill Rancic
1465,Andrew Luck
1466,Audrey Hepburn
1467,Amanda Crew
1468,Aaron Taylor-Johnson
1469,Armin Mueller-Stahl
1470,Amanda Crew
1471,Anthony Perkins
1472,Alexandra Daddario
1473,Anna Paquin
1474,Alexandra Daddario
1475,Adrianne Palicki
1476,Bella Hadid
1477,Billy Bob Thornton
1478,Bella Hadid
1479,Alice Eve
1480,Andrew Luck
1481,Andreea Diaconu
1482,Abigail Breslin
1483,Andy Serkis
1484,Alessandra Ambrosio
1485,Al Pacino
1486,Berenice Bejo
1487,Bill Murray
1488,Beyonce Knowles
1489,Bill Daley
1490,Andy Murray
1491,Ben Stiller
1492,Adriana Lima
1493,Adam Sandler
1494,Adrianne Palicki
1495,Amy Ryan
1496,Berenice Bejo
1497,Angela Bassett
1498,Alexandra Daddario
1499,Adam Sandler
1500,Bernie Mac
1501,Ben Foster
1502,Armin Mueller-Stahl
1503,Anne Bancroft
1504,Benedict Cumberbatch
1505,Bernie Mac
1506,Alx James
1507,Ashley Judd
1508,Anna Sui
1509,Andy Garcia
1510,Anna Paquin
1511,Benicio Del Toro
1512,Ben Johnson
1513,Berenice Bejo
1514,Ashley Graham
1515,Barabara Palvin
1516,Andrew Luck
1517,Antonio Banderas
1518,Albert Finney
1519,Bill Hader
1520,Bill Paxton
1521,Bill Hader
1522,Ben Affleck
1523,Alexis Thorpe
1524,Aaron Taylor-Johnson
1525,Aaron Judge
1526,Alice Eve
1527,Arnold Schwarzenegger
1528,Ben Kingsley
1529,Billy Bob Thornton
1530,Amy Schumer
1531,Andrew Lincoln
1532,Adrianne Palicki
1533,Andreea Diaconu
1534,Amy Schumer
1535,Ashley Judd
1536,Analeigh Tipton
1537,Alex Pettyfer
1538,Bill Hader
1539,Bill Daley
1540,Ashley Judd
1541,Anne Hathaway
1542,Armin Mueller-Stahl
1543,Ben Stiller
1544,Alexandra Daddario
1545,Arnold Schwarzenegger
1546,Beyonce Knowles
1547,Barbra Streisand
1548,Andrew Lincoln
1549,Amber Heard
1550,Angelina Jolie
1551,Bill Rancic
1552,Ben Affleck
1553,Andy Samberg
1554,Ashton Kutcher
1555,Alex Pettyfer
1556,Audrey Tautou
1557,Angela Bassett
1558,Andreea Diaconu
1559,Ashley Greene
1560,Anna Kendrick
1561,AnnaSophia Robb
1562,Amy Adams
1563,Ben Foster
1564,Armin Mueller-Stahl
1565,Alex Pettyfer
1566,Ashley Graham
1567,Andy Serkis
1568,Amanda Crew
1569,Anna Sui
1570,Andreea Diaconu
1571,Anderson Cooper
1572,Amy Ryan
1573,Ben Stiller
1574,Andrew Lincoln
1575,Aaron Judge
1576,Aaron Judge
1577,Ben Stiller
1578,Amy Ryan
1579,Ben Stiller
1580,Adrien Brody
1581,Alan Rickman
1582,Ben Stiller
1583,Amanda Seyfried
1584,Adriana Lima
1585,Ali Larter
1586,Bill Hader
1587,Andy Murray
1588,Adam Sandler
1589,Barabara Palvin
1590,Amber Heard
1591,Anna Faris
1592,Andy Garcia
1593,Ava Gardner
1594,Alan Rickman
1595,Ben Foster
1596,Albert Finney
1597,Alan Arkin
1598,Aaron Judge
1599,Amanda Bynes
1600,Anthony Mackie
1601,Billy Bob Thornton
1602,Anne Hathaway
1603,Albert Brooks
1604,Anna Kendrick
1605,Andrew Lincoln
1606,Andy Serkis
1607,Bill Pullman
1608,Billy Bob Thornton
1609,Bill Daley
1610,Anderson Cooper
1611,Beyonce Knowles
1612,Anthony Hopkins
1613,Alan Rickman
1614,Andrew Luck
1615,Abigail Breslin
1616,Alessandra Ambrosio
1617,Benicio Del Toro
1618,Arnold Schwarzenegger
1619,Antonio Banderas
1620,Angela Bassett
1621,Adam Sandler
1622,Audrey Hepburn
1623,Anjelica Huston
1624,Billy Bob Thornton
1625,Alicia Vikander
1626,Alan Arkin
1627,Adrien Brody
1628,Barabara Palvin
1629,Annette Bening
1630,Ben Kingsley
1631,Antonio Banderas
1632,Amber Heard
1633,Andrew Lincoln
1634,Alice Eve
1635,Aaron Taylor-Johnson
1636,Alan Arkin
1637,Andy Garcia
1638,Alexander Skarsgard
1639,Alan Rickman
1640,Anderson Cooper
1641,Bill Rancic
1642,Anna Friel
1643,Alan Arkin
1644,Beyonce Knowles
1645,Art Carney
1646,Adam Sandler
1647,Angela Bassett
1648,Ashley Judd
1649,Ashley Graham
1650,Anna Paquin
1651,Bill Daley
1652,Anne Baxter
1653,Akemi Darenogare
1654,Alexandra Daddario
1655,Alec Baldwin
1656,Ben Johnson
1657,Benedict Cumberbatch
1658,Andrew Luck
1659,Antonio Banderas
1660,Andrew Lincoln
1661,Ashley Greene
1662,Amy Adams
1663,Audrey Hepburn
1664,Andrew Lincoln
1665,Alan Rickman
1666,Ben Foster
1667,Al Roker
1668,Amanda Peet
1669,Adam Sandler
1670,Ava Gardner
1671,Beyonce Knowles
1672,Armin Mueller-Stahl
1673,Ashley Graham
1674,Berenice Bejo
1675,Adriana Lima
1676,Andrew Lincoln
1677,Anna Sui
1678,Anne Bancroft
1679,Anna Kendrick
1680,Ben Stiller
1681,Andy Serkis
1682,Akemi Darenogare
1683,Adele
1684,Anna Friel
1685,Bill O Reilly
1686,Beyonce Knowles
1687,Anna Friel
1688,Aaron Taylor-Johnson
1689,Ben Stiller
1690,Alan Rickman
1691,Berenice Bejo
1692,Beyonce Knowles
1693,Adriana Barraza
1694,Angela Bassett
1695,Andy Murray
1696,Anthony Hopkins
1697,Albert Finney
1698,Ben Affleck
1699,Analeigh Tipton
1700,Alan Rickman
1701,Antonio Banderas
1702,Amy Schumer
1703,Andrew Garfield
1704,Adriana Lima
1705,Betty White
1706,Audrey Tautou
1707,Barry Pepper
1708,bella thorne
1709,Bill Rancic
1710,Amber Heard
1711,Anna Paquin
1712,Bill O Reilly
1713,Abigail Breslin
1714,Bernie Mac
1715,Adam Sandler
1716,Andrew Lincoln
1717,Anderson Cooper
1718,Amanda Peet
1719,Angelina Jolie
1720,Bill Paxton
1721,Bill Daley
1722,Audrey Tautou
1723,Art Carney
1724,Alx James
1725,Andrew Lincoln
1726,Bella Hadid
1727,Alex Pettyfer
1728,Bella Hadid
1729,Bette Midler
1730,Abigail Breslin
1731,Amber Heard
1732,Anne Bancroft
1733,Antonio Banderas
1734,Anjelica Huston
1735,Barabara Palvin
1736,Amy Adams
1737,Angela Bassett
1738,Amy Ryan
1739,Adrianne Palicki
1740,Ben Kingsley
1741,Aaron Paul
1742,Bill Murray
1743,Aaron Taylor-Johnson
1744,Amanda Bynes
1745,Amy Ryan
1746,Ashley Judd
1747,Barbra Streisand
1748,Bernie Mac
1749,Angelina Jolie
1750,Ashton Kutcher
1751,Barbra Streisand
1752,Analeigh Tipton
1753,Adriana Lima
1754,Amber Heard
1755,Anna Sui
1756,Aaron Paul
1757,Al Roker
1758,Andrew Lincoln
1759,Adriana Barraza
1760,Betty White
1761,Albert Finney
1762,AnnaSophia Robb
1763,Andrew Garfield
1764,Alexander Skarsgard
1765,Analeigh Tipton
1766,Ben Kingsley
1767,Al Pacino
1768,bella thorne
1769,Bill Paxton
1770,Andrew Lincoln
1771,Amanda Crew
1772,Aaron Taylor-Johnson
1773,Alan Alda
1774,Barbra Streisand
1775,Billy Bob Thornton
1776,Aaron Taylor-Johnson
1777,Al Pacino
1778,Andrew Lincoln
1779,Annette Bening
1780,Anderson Cooper
1781,Billy Bob Thornton
1782,Alx James
1783,Andreea Diaconu
1784,Andie MacDowell
1785,Analeigh Tipton
1786,Anna Paquin
1787,Ben Foster
1788,Ali Larter
1789,Benedict Cumberbatch
1790,Alan Rickman
1791,Beyonce Knowles
1792,Bill Rancic
1793,Bernie Mac
1794,Bernie Mac
1795,Angelina Jolie
1796,Barbra Streisand
1797,Andrew Lincoln
1798,Amanda Peet
1799,Anna Sui
1800,Bill Paxton
1801,Adriana Barraza
1802,Alicia Vikander
1803,Benicio Del Toro
1804,Alexander Skarsgard
1805,Alessandra Ambrosio
1806,Bill Rancic
1807,Benjamin Bratt
1808,Bill Murray
1809,Barry Pepper
1810,Art Carney
1811,Amy Adams
1812,Andy Murray
1813,Audrey Tautou
1814,Barabara Palvin
1815,Beyonce Knowles
1816,Alx James
1817,Albert Brooks
1818,Adriana Lima
1819,Akemi Darenogare
1820,Ben Affleck
1821,Billy Bob Thornton
1822,Albert Finney
1823,Akemi Darenogare
1824,Adriana Barraza
1825,Ashley Graham
1826,Andrew Lincoln
1827,Alexander Skarsgard
1828,Andrew Luck
1829,Anthony Hopkins
1830,Betty White
1831,Al Pacino
1832,Bella Hadid
1833,Bill Murray
1834,Andy Murray
1835,Ben Kingsley
1836,Angela Bassett
1837,Ben Foster
1838,Andy Samberg
1839,Bill Murray
1840,Angela Bassett
1841,Andrew Luck
1842,Billy Bob Thornton
1843,Ashley Judd
1844,Adam Sandler
1845,Alan Arkin
1846,Andie MacDowell
1847,Billy Bob Thornton
1848,Art Carney
1849,Alexander Skarsgard
1850,Alexandra Daddario
1851,Al Pacino
1852,Bill Paxton
1853,Andy Garcia
1854,Bill Paxton
1855,Adriana Lima
1856,Akemi Darenogare
1857,Adriana Lima
1858,Adrianne Palicki
1859,Armin Mueller-Stahl
1860,Albert Brooks
1861,Armin Mueller-Stahl
1862,Ben Affleck
1863,Aaron Taylor-Johnson
1864,Anthony Hopkins
1865,Andy Samberg
1866,Al Pacino
1867,Art Carney
1868,Andrew Lincoln
1869,Al Roker
1870,Billy Bob Thornton
1871,Alex Pettyfer
1872,Aaron Paul
1873,Akemi Darenogare
1874,Anne Hathaway
1875,Angelina Jolie
1876,Anne Hathaway
1877,Amanda Seyfried
1878,Alessandra Ambrosio
1879,Amber Heard
1880,Barry Pepper
1881,Amy Adams
1882,Ashley Judd
1883,Andy Murray
1884,Bill Rancic
1885,Andrew Luck
1886,Barabara Palvin
1887,Alx James
1888,Albert Finney
1889,Adriana Barraza
1890,Bella Hadid
1891,Andie MacDowell
1892,Ben Kingsley
1893,Adriana Lima
1894,Amanda Crew
1895,Audrey Tautou
1896,Amanda Bynes
1897,Andy Murray
1898,Amy Ryan
1899,Alexandra Daddario
1900,Alex Pettyfer
1901,Audrey Hepburn
1902,Bill Hader
1903,Amanda Seyfried
1904,Amy Adams
1905,Ashton Kutcher
1906,Amanda Crew
1907,Bella Hadid
1908,Bill Rancic
1909,Alan Alda
1910,Ben Johnson
1911,Amanda Bynes
1912,Benedict Cumberbatch
1913,Alan Rickman
1914,Adriana Barraza
1915,Anne Hathaway
1916,Bill O Reilly
1917,Amber Heard
1918,Andreea Diaconu
1919,Andy Samberg
1920,Anna Kendrick
1921,Amy Schumer
1922,Bernie Mac
1923,AnnaSophia Robb
1924,Alan Rickman
1925,Bernie Mac
1926,Ben Affleck
1927,Anna Paquin
1928,Aaron Paul
1929,Alicia Vikander
1930,Anna Friel
1931,Alan Alda
1932,bella thorne
1933,Andrew Garfield
1934,Betty White
1935,Adriana Lima
1936,Adriana Lima
1937,Alicia Vikander
1938,Bill Paxton
1939,Anna Paquin
1940,Anna Friel
1941,Armin Mueller-Stahl
1942,Aaron Paul
1943,Amanda Peet
1944,Beyonce Knowles
1945,Amber Heard
1946,Andrew Lincoln
1947,Aaron Paul
1948,Bill Pullman
1949,Andie MacDowell
1950,Bill O Reilly
1951,Alan Alda
1952,Amy Schumer
1953,Adam Sandler
1954,Adrianne Palicki
1955,Andrew Lincoln
1956,Adam Sandler
1957,Anna Kendrick
1958,Betty White
1959,Abigail Breslin
1960,Aaron Taylor-Johnson
1961,Beyonce Knowles
1962,Audrey Hepburn
1963,Alicia Vikander
1964,Anna Kendrick
1965,Alan Arkin
1966,Ali Larter
1967,Ben Kingsley
1968,Bette Midler
1969,Berenice Bejo
1970,Barbra Streisand
1971,Barabara Palvin
1972,Angelina Jolie
1973,Abigail Breslin
1974,Andy Samberg
1975,Alec Baldwin
1976,Amanda Crew
1977,Bette Midler
1978,Antonio Banderas
1979,Anna Paquin
1980,Angela Bassett
1981,Anjelica Huston
1982,Alex Pettyfer
1983,Anna Friel
1984,Adriana Lima
1985,Adriana Barraza
1986,Ashton Kutcher
1987,Amy Adams
1988,Ashton Kutcher
1989,Amber Heard
1990,Amanda Peet
1991,Anthony Perkins
1992,Art Carney
1993,Armin Mueller-Stahl
1994,Albert Finney
1995,Ali Larter
1996,Adrien Brody
1997,Benedict Cumberbatch
1998,Andrew Luck
1999,Benedict Cumberbatch
2000,Andreea Diaconu
2001,Benjamin Bratt
2002,Alexandra Daddario
2003,Ali Larter
2004,Andrew Garfield
2005,Ben Kingsley
2006,Alx James
2007,Amy Adams
2008,Alan Alda
2009,Beyonce Knowles
2010,Amy Schumer
2011,Adriana Barraza
2012,Alan Arkin
2013,Angelina Jolie
2014,Akemi Darenogare
2015,Alan Alda
2016,Annette Bening
2017,Albert Brooks
2018,Alicia Vikander
2019,Angela Bassett
2020,Adele
2021,Bill Murray
2022,Bette Midler
2023,Bernie Mac
2024,Anne Bancroft
2025,Angela Bassett
2026,Anna Friel
2027,Anthony Perkins
2028,Anjelica Huston
2029,Bernie Mac
2030,Amanda Seyfried
2031,Amy Adams
2032,Adrianne Palicki
2033,Amy Adams
2034,Bill Paxton
2035,Bill Pullman
2036,Ben Stiller
2037,Audrey Tautou
2038,Betty White
2039,Billy Bob Thornton
2040,Betty White
2041,Abigail Breslin
2042,Barbra Streisand
2043,Art Carney
2044,Anjelica Huston
2045,Amanda Peet
2046,Alexandra Daddario
2047,Audrey Tautou
2048,Adrien Brody
2049,Alec Baldwin
2050,Armin Mueller-Stahl
2051,Analeigh Tipton
2052,Bella Hadid
2053,Ashley Graham
2054,Anne Baxter
2055,Bill O Reilly
2056,AnnaSophia Robb
2057,Andy Murray
2058,Bill Pullman
2059,Alexis Thorpe
2060,bella thorne
2061,Amanda Crew
2062,Art Carney
2063,Arnold Schwarzenegger
2064,Amy Ryan
2065,Adriana Lima
2066,Bette Midler
2067,bella thorne
2068,Adam Sandler
2069,Amanda Crew
2070,Andie MacDowell
2071,Bernie Mac
2072,Andie MacDowell
2073,Anna Paquin
2074,Angela Bassett
2075,Bill Daley
2076,Adele
2077,Bill Murray
2078,Anne Baxter
2079,Ben Affleck
2080,Alexis Thorpe
2081,Al Pacino
2082,Angela Bassett
2083,Bill Murray
2084,Ben Foster
2085,Andy Garcia
2086,Andrew Luck
2087,Andy Garcia
2088,Alexander Skarsgard
2089,Alexander Skarsgard
2090,Anna Paquin
2091,Bill Daley
2092,Ben Johnson
2093,Adriana Lima
2094,Bill O Reilly
2095,Bill O Reilly
2096,Angela Bassett
2097,Anna Faris
2098,Ben Stiller
2099,Anthony Perkins
2100,Ashley Judd
2101,Anne Bancroft
2102,Bette Midler
2103,Andie MacDowell
2104,Amanda Crew
2105,Anna Kendrick
2106,Bill Daley
2107,Angela Bassett
2108,Amanda Bynes
2109,Audrey Tautou
2110,Bill Daley
2111,Billy Bob Thornton
2112,Adriana Lima
2113,Audrey Tautou
2114,Anthony Perkins
2115,Ben Johnson
2116,Bill Hader
2117,Adam Sandler
2118,Aaron Taylor-Johnson
2119,Amber Heard
2120,Adriana Lima
2121,Arnold Schwarzenegger
2122,Benedict Cumberbatch
2123,Andy Murray
2124,Benicio Del Toro
2125,Alessandra Ambrosio
2126,Bill Murray
2127,Bill Rancic
2128,Anjelica Huston
2129,Arnold Schwarzenegger
2130,Andrew Lincoln
2131,Benicio Del Toro
2132,Annette Bening
2133,Andrew Lincoln
2134,Anne Baxter
2135,Albert Finney
2136,Amy Adams
2137,Ben Foster
2138,Bill Paxton
2139,Arnold Schwarzenegger
2140,Aaron Paul
2141,Bill Daley
2142,Andy Garcia
2143,Adriana Barraza
2144,Aaron Paul
2145,Aaron Paul
2146,Anna Kendrick
2147,Anne Hathaway
2148,Bernie Mac
2149,Barbra Streisand
2150,Alicia Vikander
2151,Arnold Schwarzenegger
2152,Adrien Brody
2153,Andy Serkis
2154,Adrianne Palicki
2155,Amy Adams
2156,Barbra Streisand
2157,Anne Hathaway
2158,Berenice Bejo
2159,Bill Murray
2160,Albert Brooks
2161,Amy Schumer
2162,Adam Sandler
2163,Bill Daley
2164,Alan Alda
2165,Adrianne Palicki
2166,Audrey Hepburn
2167,Analeigh Tipton
2168,Bill Hader
2169,Alec Baldwin
2170,Andy Murray
2171,Anjelica Huston
2172,Amy Schumer
2173,Albert Brooks
2174,Alan Rickman
2175,Benicio Del Toro
2176,Analeigh Tipton
2177,Ashley Judd
2178,Arnold Schwarzenegger
2179,Ben Stiller
2180,Aaron Paul
2181,Adriana Lima
2182,Arnold Schwarzenegger
2183,Barry Pepper
2184,Ashley Judd
2185,Bill Rancic
2186,Alice Eve
2187,Anna Friel
2188,Adele
2189,Anthony Hopkins
2190,Benjamin Bratt
2191,Amanda Peet
2192,Antonio Banderas
2193,Bill Paxton
2194,Alessandra Ambrosio
2195,Ali Larter
2196,Anthony Perkins
2197,Anna Sui
2198,Analeigh Tipton
2199,Ava Gardner
2200,Amy Ryan
2201,Adriana Lima
2202,Ben Johnson
2203,Bill O Reilly
2204,Angelina Jolie
2205,Billy Bob Thornton
2206,Anne Hathaway
2207,Anne Hathaway
2208,Bernie Mac
2209,AnnaSophia Robb
2210,Bill O Reilly
2211,Armin Mueller-Stahl
2212,Ashley Greene
2213,AnnaSophia Robb
2214,Andrew Garfield
2215,Akemi Darenogare
2216,Anna Paquin
2217,Bernie Mac
2218,Billy Bob Thornton
2219,Ashley Graham
2220,Anne Baxter
2221,Andrew Lincoln
2222,Bette Midler
2223,Adriana Barraza
2224,Ashton Kutcher
2225,Alx James
2226,Andrew Luck
2227,Art Carney
2228,Andrew Lincoln
2229,Bill Paxton
2230,Andy Serkis
2231,Al Pacino
2232,Barry Pepper
2233,Alessandra Ambrosio
2234,Albert Finney
2235,Adele
2236,Ava Gardner
2237,Adele
2238,Audrey Hepburn
2239,Alan Arkin
2240,Adriana Barraza
2241,Anna Faris
2242,Billy Bob Thornton
2243,Annette Bening
2244,Ben Kingsley
2245,Bernie Mac
2246,Audrey Hepburn
2247,Bella Hadid
2248,Albert Finney
2249,Aaron Judge
2250,Adam Sandler
2251,Al Roker
2252,Anne Hathaway
2253,Adam Sandler
2254,Albert Finney
2255,Bill Rancic
2256,Andreea Diaconu
2257,Andy Samberg
2258,Anthony Mackie
2259,Adriana Lima
2260,Amanda Crew
2261,Barry Pepper
2262,Alexis Thorpe
2263,Alec Baldwin
2264,Anthony Perkins
2265,Alexis Thorpe
2266,Amber Heard
2267,Ben Affleck
2268,Arnold Schwarzenegger
2269,Annette Bening
2270,Al Pacino
2271,Analeigh Tipton
2272,Amy Adams
2273,Alan Rickman
2274,Beyonce Knowles
2275,Alexandra Daddario
2276,Alexis Thorpe
2277,Adele
2278,Ashley Graham
2279,Albert Finney
2280,Armin Mueller-Stahl
2281,Bill Hader
2282,Adam Sandler
2283,Anna Friel
2284,Bill Daley
2285,Anthony Hopkins
2286,Ava Gardner
2287,Antonio Banderas
2288,Barbra Streisand
2289,Adam Sandler
2290,Ben Foster
2291,Amanda Bynes
2292,Analeigh Tipton
2293,Bill Hader
2294,Andreea Diaconu
2295,Barry Pepper
2296,Aaron Taylor-Johnson
2297,Amanda Seyfried
2298,Beyonce Knowles
2299,Abigail Breslin
2300,Art Carney
2301,Bill Murray
2302,Aaron Paul
2303,Alexandra Daddario
2304,Ben Kingsley
2305,Alexandra Daddario
2306,Ashley Greene
2307,Arnold Schwarzenegger
2308,Alice Eve
2309,Ava Gardner
2310,Amanda Seyfried
2311,Adriana Lima
2312,Adrien Brody
2313,Annette Bening
2314,Alexis Thorpe
2315,Andrew Luck
2316,Ali Larter
2317,Abigail Breslin
2318,Annette Bening
2319,Anna Faris
2320,Ben Affleck
2321,Adriana Barraza
2322,Al Pacino
2323,Bill Pullman
2324,Alan Rickman
2325,Anna Paquin
2326,Albert Finney
2327,Barry Pepper
2328,Andy Serkis
2329,Adele
2330,Art Carney
2331,Anthony Perkins
2332,Alexandra Daddario
2333,Ben Johnson
2334,Anthony Perkins
2335,Angela Bassett
2336,Abigail Breslin
2337,Anne Hathaway
2338,Beyonce Knowles
2339,Alan Arkin
2340,Bella Hadid
2341,Barry Pepper
2342,Amanda Peet
2343,Alan Rickman
2344,Alexander Skarsgard
2345,Anna Paquin
2346,Antonio Banderas
2347,Anna Faris
2348,Annette Bening
2349,Ava Gardner
2350,Ben Affleck
2351,Beyonce Knowles
2352,Adam Sandler
2353,Adriana Lima
2354,Benjamin Bratt
2355,Bill Pullman
2356,Barabara Palvin
2357,Anna Sui
2358,Ashley Greene
2359,Adriana Lima
2360,Amy Ryan
2361,Beyonce Knowles
2362,Amanda Peet
2363,Benjamin Bratt
2364,Alan Rickman
2365,Alx James
2366,Andy Serkis
2367,Andy Murray
2368,Andy Serkis
2369,Bill O Reilly
2370,Amanda Bynes
2371,Benedict Cumberbatch
2372,Alec Baldwin
2373,Amanda Seyfried
2374,Art Carney
2375,Anderson Cooper
2376,Al Pacino
2377,Bette Midler
2378,Bill Paxton
2379,Analeigh Tipton
2380,Adriana Lima
2381,Anthony Perkins
2382,Adrianne Palicki
2383,Aaron Taylor-Johnson
2384,Andrew Luck
2385,Ashley Greene
2386,Annette Bening
2387,Anthony Hopkins
2388,Bill Murray
2389,Andrew Luck
2390,Betty White
2391,Analeigh Tipton
2392,Abigail Breslin
2393,Alan Alda
2394,Amanda Bynes
2395,Andrew Lincoln
2396,Amanda Peet
2397,Anna Paquin
2398,Alan Rickman
2399,Billy Bob Thornton
2400,Alex Pettyfer
2401,Bernie Mac
2402,Andy Samberg
2403,Anne Baxter
2404,Bill O Reilly
2405,Bill O Reilly
2406,Anjelica Huston
2407,Alex Pettyfer
2408,Alan Rickman
2409,Beyonce Knowles
2410,AnnaSophia Robb
2411,Aaron Paul
2412,Adriana Lima
2413,Adrianne Palicki
2414,Anna Friel
2415,Adriana Lima
2416,Betty White
2417,Abigail Breslin
2418,Amy Schumer
2419,Al Roker
2420,Amy Schumer
2421,Audrey Hepburn
2422,Anne Bancroft
2423,Ashley Greene
2424,Adriana Lima
2425,Adriana Lima
2426,Bernie Mac
2427,Bill Rancic
2428,Ben Kingsley
2429,Andy Samberg
2430,Arnold Schwarzenegger
2431,Bella Hadid
2432,Benjamin Bratt
2433,Arnold Schwarzenegger
2434,Alan Rickman
2435,Betty White
2436,Alice Eve
2437,Amanda Bynes
2438,Benjamin Bratt
2439,Arnold Schwarzenegger
2440,Abigail Breslin
2441,Andreea Diaconu
2442,Anna Faris
2443,Abigail Breslin
2444,Anthony Perkins
2445,Bill Paxton
2446,Alexander Skarsgard
2447,Barabara Palvin
2448,Andrew Luck
2449,Arnold Schwarzenegger
2450,Ben Affleck
2451,Benedict Cumberbatch
2452,Amanda Seyfried
2453,Angela Bassett
2454,Benedict Cumberbatch
2455,Amanda Bynes
2456,Ashton Kutcher
2457,Al Pacino
2458,Alex Pettyfer
2459,Alex Pettyfer
2460,Ben Foster
2461,Albert Finney
2462,Anna Faris
2463,Albert Finney
2464,Anna Friel
2465,Ava Gardner
2466,Andreea Diaconu
2467,Anthony Hopkins
2468,Bill Murray
2469,Ben Kingsley
2470,Bill Daley
2471,Anthony Perkins
2472,Aaron Judge
2473,Andy Murray
2474,Amy Schumer
2475,Barabara Palvin
2476,Angelina Jolie
2477,Abigail Breslin
2478,Adriana Lima
2479,Adele
2480,Bill Pullman
2481,Ben Stiller
2482,Angelina Jolie
2483,Anjelica Huston
2484,Barry Pepper
2485,Al Pacino
2486,Benedict Cumberbatch
2487,Adrianne Palicki
2488,Benjamin Bratt
2489,Adrianne Palicki
2490,Alexander Skarsgard
2491,Ashley Graham
2492,Andie MacDowell
2493,Andy Samberg
2494,Andrew Luck
2495,Barabara Palvin
2496,Adam Sandler
2497,Anne Baxter
2498,Ashton Kutcher
2499,Barabara Palvin
2500,Adele
2501,Ali Larter
2502,Andrew Lincoln
2503,Anna Paquin
2504,Angelina Jolie
2505,Aaron Taylor-Johnson
2506,Alex Pettyfer
2507,Bill Hader
2508,Amanda Bynes
2509,Andreea Diaconu
2510,Ashley Judd
2511,Alexandra Daddario
2512,Ashley Judd
2513,Anna Faris
2514,Anderson Cooper
